chr,start,end,id,gene_id,strand
15,31326834,31326835,Q9Y2Y9,ENSG00000169926,+
11,57381149,57381150,Q9Y2Y8,ENSG00000156575,-
17,32927909,32927910,Q9Y2Y6,ENSG00000006042,+
19,35704557,35704558,Q9Y2Y4,ENSG00000011590,+
16,53607,53608,Q9Y2Y1,ENSG00000161980,-
16,57245258,57245259,Q9Y2Y0,ENSG00000102931,+
1,200410055,200410056,Q9Y2X9,ENSG00000162702,-
7,43926435,43926436,Q9Y2X8,ENSG00000078967,+
17,29589647,29589648,Q9Y2X7,ENSG00000108262,-
2,202265762,202265763,Q9Y2X3,ENSG00000055044,+
19,893217,893218,Q9Y2X0,ENSG00000175221,-
2,95297346,95297347,Q9Y2W7,ENSG00000115041,+
1,151791415,151791416,Q9Y2W6,ENSG00000182134,-
1,8318113,8318114,Q9Y2W3,ENSG00000162426,+
12,14803477,14803478,Q9Y2W2,ENSG00000084463,-
1,36224431,36224432,Q9Y2W1,ENSG00000054118,+
13,39655626,39655627,Q9Y2V7,ENSG00000133103,+
18,59273453,59273454,Q9Y2V3,ENSG00000134438,-
16,8869011,8869012,Q9Y2V2,ENSG00000153048,-
15,36579625,36579626,Q9Y2V0,ENSG00000186073,+
14,49768129,49768130,Q9Y2U9,ENSG00000165516,+
12,65169582,65169583,Q9Y2U8,ENSG00000174106,+
2,127388464,127388465,Q9Y2U5,ENSG00000169967,-
11,65595995,65595996,Q9Y2U2,ENSG00000173338,-
17,7294638,7294639,Q9Y2T7,ENSG00000006047,-
2,230961065,230961066,Q9Y2T6,ENSG00000135898,-
1,174447963,174447964,Q9Y2T5,ENSG00000203737,+
4,6563599,6563600,Q9Y2T4,ENSG00000074211,-
9,72114594,72114595,Q9Y2T3,ENSG00000119125,+
10,74150841,74150842,Q9Y2T2,ENSG00000185009,-
17,65561647,65561648,Q9Y2T1,ENSG00000168646,-
17,28357526,28357527,Q9Y2S7,ENSG00000004142,-
3,48440256,48440257,Q9Y2S6,ENSG00000232112,+
13,20525872,20525873,Q9Y2S2,ENSG00000165475,-
17,75261878,75261879,Q9Y2R9,ENSG00000125445,+
7,55951876,55951877,Q9Y2R5,ENSG00000239789,+
17,37643445,37643446,Q9Y2R4,ENSG00000278053,-
1,113871711,113871712,Q9Y2R2,ENSG00000134242,-
17,42798703,42798704,Q9Y2R0,ENSG00000183978,-
8,80030258,80030259,Q9Y2Q9,ENSG00000147586,-
1,156054781,156054782,Q9Y2Q5,ENSG00000116586,+
7,143263428,143263429,Q9Y2Q3,ENSG00000197448,+
19,22052483,22052484,Q9Y2Q1,ENSG00000197134,+
4,42657120,42657121,Q9Y2Q0,ENSG00000124406,-
9,4792943,4792944,Q9Y2P8,ENSG00000120158,+
19,57947705,57947706,Q9Y2P7,ENSG00000152454,-
19,58511991,58511992,Q9Y2P5,ENSG00000083807,-
5,128965487,128965488,Q9Y2P4,ENSG00000113396,+
19,56671756,56671757,Q9Y2P0,ENSG00000127903,-
19,46297041,46297042,Q9Y2N7,ENSG00000124440,+
1,173714980,173714981,Q9Y2M5,ENSG00000076321,+
3,8745035,8745036,Q9Y2M2,ENSG00000125046,-
15,30903851,30903852,Q9Y2M0,ENSG00000198690,+
13,46553167,46553168,Q9Y2L9,ENSG00000136141,+
7,99504661,99504662,Q9Y2L8,ENSG00000196652,+
3,69386087,69386088,Q9Y2L6,ENSG00000114541,-
18,31943127,31943128,Q9Y2L5,ENSG00000153339,-
13,72781924,72781925,Q9Y2L1,ENSG00000083520,-
3,120908071,120908072,Q9Y2K9,ENSG00000145087,+
11,67119262,67119263,Q9Y2K7,ENSG00000173120,+
9,129835457,129835458,Q9Y2K6,ENSG00000136878,+
12,57431004,57431005,Q9Y2K5,ENSG00000179912,-
3,108529321,108529322,Q9Y2K3,ENSG00000144821,-
11,117098436,117098437,Q9Y2K2,ENSG00000160584,-
14,64503984,64503985,Q9Y2K1,ENSG00000126804,+
1,17119450,17119451,Q9Y2J8,ENSG00000117115,-
3,134375478,134375479,Q9Y2J4,ENSG00000114019,-
18,5544280,5544281,Q9Y2J2,ENSG00000082397,-
12,112575096,112575097,Q9Y2J0,ENSG00000089169,+
12,64780515,64780516,Q9Y2I9,ENSG00000111490,+
10,1049537,1049538,Q9Y2I8,ENSG00000047056,+
2,208266254,208266255,Q9Y2I7,ENSG00000115020,+
20,25585530,25585531,Q9Y2I6,ENSG00000101004,-
1,107140006,107140007,Q9Y2I2,ENSG00000162631,+
3,52455117,52455118,Q9Y2I1,ENSG00000010322,+
19,12838514,12838515,Q9Y2H9,ENSG00000105613,+
9,96778086,96778087,Q9Y2H8,ENSG00000081386,-
13,48975911,48975912,Q9Y2H6,ENSG00000102531,+
1,204359928,204359929,Q9Y2H5,ENSG00000143850,-
10,119726049,119726050,Q9Y2H2,ENSG00000198825,+
12,27244285,27244286,Q9Y2H1,ENSG00000211455,+
20,36306335,36306336,Q9Y2H0,ENSG00000080845,+
19,1132220,1132221,Q9Y2G9,ENSG00000064932,-
1,15526812,15526813,Q9Y2G8,ENSG00000116138,+
19,37656260,37656261,Q9Y2G7,ENSG00000120784,-
21,45287897,45287898,Q9Y2G5,ENSG00000186866,-
6,89433151,89433152,Q9Y2G4,ENSG00000135299,+
3,182793503,182793504,Q9Y2G3,ENSG00000058063,+
19,48255945,48255946,Q9Y2G2,ENSG00000105483,-
11,61752635,61752636,Q9Y2G1,ENSG00000124920,+
2,25042075,25042076,Q9Y2G0,ENSG00000084710,+
20,11890722,11890723,Q9Y2F9,ENSG00000132640,+
5,5422676,5422677,Q9Y2F5,ENSG00000164151,+
20,49812712,49812713,Q9Y2E8,ENSG00000197818,+
11,59171429,59171430,Q9Y2E6,ENSG00000110042,+
4,6575188,6575189,Q9Y2E5,ENSG00000013288,+
10,689667,689668,Q9Y2E4,ENSG00000151240,-
17,49362472,49362473,Q9Y2D9,ENSG00000198740,-
1,84690467,84690468,Q9Y2D8,ENSG00000117155,-
9,110125500,110125501,Q9Y2D5,ENSG00000157654,+
2,72826032,72826033,Q9Y2D4,ENSG00000144036,-
1,99969978,99969979,Q9Y2D2,ENSG00000117620,+
19,49928701,49928702,Q9Y2D1,ENSG00000169136,+
X,15738269,15738270,Q9Y2D0,ENSG00000169239,+
4,38856816,38856817,Q9Y2C9,ENSG00000174130,-
6,25754698,25754699,Q9Y2C5,ENSG00000146039,+
3,38496339,38496340,Q9Y2C4,ENSG00000157036,+
21,39556441,39556442,Q9Y2C3,ENSG00000183778,+
6,148747029,148747030,Q9Y2C2,ENSG00000111962,+
20,44531784,44531785,Q9Y2B9,ENSG00000168734,+
16,89720897,89720898,Q9Y2B5,ENSG00000075399,-
20,45378324,45378325,Q9Y2B4,ENSG00000124251,-
17,16217209,16217210,Q9Y2B2,ENSG00000108474,+
12,63779908,63779909,Q9Y2B1,ENSG00000118600,+
12,56315987,56315988,Q9Y2B0,ENSG00000257727,-
19,17795137,17795138,Q9Y2A9,ENSG00000179913,+
2,183038857,183038858,Q9Y2A7,ENSG00000061676,-
19,12441020,12441021,Q9Y2A4,ENSG00000180855,-
10,101354106,101354107,Q9Y297,ENSG00000166167,+
11,119018765,119018766,Q9Y296,ENSG00000196655,+
22,31399603,31399604,Q9Y295,ENSG00000185721,+
6,118894151,118894152,Q9Y294,ENSG00000111875,+
7,141015227,141015228,Q9Y291,ENSG00000090263,-
2,27212267,27212268,Q9Y289,ENSG00000138074,-
13,48233202,48233203,Q9Y287,ENSG00000136156,+
19,51142300,51142301,Q9Y286,ENSG00000168995,+
19,12933713,12933714,Q9Y285,ENSG00000179115,-
19,12669414,12669415,Q9Y284,ENSG00000105583,-
9,100099242,100099243,Q9Y283,ENSG00000119509,+
20,35542037,35542038,Q9Y282,ENSG00000125991,+
14,34714592,34714593,Q9Y281,ENSG00000165410,-
X,66040124,66040125,Q9Y279,ENSG00000155659,-
16,22814161,22814162,Q9Y278,ENSG00000122254,+
8,42391879,42391880,Q9Y277,ENSG00000078668,+
2,218659682,218659683,Q9Y276,ENSG00000074582,+
13,108269628,108269629,Q9Y275,ENSG00000102524,+
3,98732254,98732255,Q9Y274,ENSG00000064225,+
17,17496394,17496395,Q9Y272,ENSG00000108551,-
X,78327690,78327691,Q9Y271,ENSG00000173198,-
3,38282293,38282294,Q9Y267,ENSG00000144671,+
1,26921742,26921743,Q9Y266,ENSG00000090273,+
3,128123811,128123812,Q9Y265,ENSG00000175792,-
20,916333,916334,Q9Y264,ENSG00000101280,-
9,26947241,26947242,Q9Y263,ENSG00000137055,-
22,37849371,37849372,Q9Y262,ENSG00000100129,+
20,22585454,22585455,Q9Y261,ENSG00000125798,-
22,50582848,50582849,Q9Y259,ENSG00000100288,-
7,75789895,75789896,Q9Y258,ENSG00000006606,-
19,38319844,38319845,Q9Y257,ENSG00000099337,+
11,66843440,66843441,Q9Y256,ENSG00000173653,+
5,177303798,177303799,Q9Y255,ENSG00000169230,+
6,43576184,43576185,Q9Y253,ENSG00000170734,+
13,26222313,26222314,Q9Y252,ENSG00000127870,-
4,83335152,83335153,Q9Y251,ENSG00000173083,-
8,20303962,20303963,Q9Y250,ENSG00000061337,-
16,85688953,85688954,Q9Y248,ENSG00000131153,-
6,3849372,3849373,Q9Y247,ENSG00000145945,+
13,28659129,28659130,Q9Y244,ENSG00000132963,+
1,243843178,243843179,Q9Y243,ENSG00000117020,-
6,31158546,31158547,Q9Y242,ENSG00000137310,+
3,42804489,42804490,Q9Y241,ENSG00000181061,-
19,50723363,50723364,Q9Y240,ENSG00000105472,+
7,30478783,30478784,Q9Y239,ENSG00000106100,-
3,38039204,38039205,Q9Y238,ENSG00000008226,+
X,72181675,72181676,Q9Y237,ENSG00000102309,+
8,89901848,89901849,Q9Y236,ENSG00000164823,+
6,41053201,41053202,Q9Y235,ENSG00000124701,+
2,99154954,99154955,Q9Y234,ENSG00000144182,+
6,165987956,165987957,Q9Y233,ENSG00000112541,-
6,4706158,4706159,Q9Y232,ENSG00000153046,+
6,96015973,96015974,Q9Y231,ENSG00000172461,+
19,48993886,48993887,Q9Y230,ENSG00000183207,+
1,209756052,209756053,Q9Y228,ENSG00000009790,+
8,23457694,23457695,Q9Y227,ENSG00000197217,-
3,38265811,38265812,Q9Y226,ENSG00000172940,+
20,4015557,4015558,Q9Y225,ENSG00000101236,-
14,51989545,51989546,Q9Y224,ENSG00000087302,+
9,36276977,36276978,Q9Y223,ENSG00000159921,-
7,87152411,87152412,Q9Y222,ENSG00000135164,+
16,69339771,69339772,Q9Y221,ENSG00000132603,+
14,105168823,105168824,Q9Y219,ENSG00000184916,-
13,25287487,25287488,Q9Y217,ENSG00000139505,-
8,17413350,17413351,Q9Y216,ENSG00000003987,-
3,15521735,15521736,Q9Y215,ENSG00000206561,-
11,101584006,101584007,Q9Y210,ENSG00000137672,-
3,183162733,183162734,Q9UQV4,ENSG00000078081,-
3,125375324,125375325,Q9UQR1,ENSG00000163848,-
X,18354687,18354688,Q9UQR0,ENSG00000102098,-
12,111405922,111405923,Q9UQQ2,ENSG00000111252,+
11,65058552,65058553,Q9UQQ1,ENSG00000168060,-
1,175067832,175067833,Q9UQP3,ENSG00000120332,+
3,87227270,87227271,Q9UQN3,ENSG00000083937,+
5,150290092,150290093,Q9UQM7,ENSG00000070808,-
17,44123640,44123641,Q9UQL6,ENSG00000108840,-
10,91633070,91633071,Q9UQK1,ENSG00000119938,-
11,45885650,45885651,Q9UQF2,ENSG00000121653,+
7,92477945,92477946,Q9UQF0,ENSG00000242950,-
10,110567694,110567695,Q9UQE7,ENSG00000108055,+
12,51590905,51590906,Q9UQD0,ENSG00000196876,+
1,86424170,86424171,Q9UQC9,ENSG00000137975,+
11,78417819,78417820,Q9UQC2,ENSG00000033327,-
19,57231008,57231009,Q9UQB9,ENSG00000105146,+
17,81035121,81035122,Q9UQB8,ENSG00000175866,+
5,11904445,11904446,Q9UQB3,ENSG00000169862,-
16,89508402,89508403,Q9UQ90,ENSG00000197912,+
1,1724356,1724357,Q9UQ88,ENSG00000008128,-
1,241848203,241848204,Q9UQ84,ENSG00000174371,+
12,56104558,56104559,Q9UQ80,ENSG00000170515,+
19,42765677,42765678,Q9UQ74,ENSG00000124467,-
19,43026468,43026469,Q9UQ72,ENSG00000243130,-
5,179802997,179802998,Q9UQ53,ENSG00000161013,-
3,1092660,1092661,Q9UQ52,ENSG00000134115,+
11,74988278,74988279,Q9UQ49,ENSG00000162139,+
16,2752637,2752638,Q9UQ35,ENSG00000167978,+
8,103500747,103500748,Q9UQ26,ENSG00000176406,+
1,171841497,171841498,Q9UQ16,ENSG00000197959,+
10,110919366,110919367,Q9UQ13,ENSG00000108061,+
19,48933698,48933699,Q9UQ10,ENSG00000104808,+
14,102305184,102305185,Q9UQ07,ENSG00000080823,-
17,42181141,42181142,Q9UQ05,ENSG00000089558,-
15,68578992,68578993,Q9UQ03,ENSG00000103647,+
6,53061823,53061824,Q9UPZ9,ENSG00000112144,-
7,11832197,11832198,Q9UPZ6,ENSG00000005108,-
11,18322139,18322140,Q9UPZ3,ENSG00000110756,-
2,26970636,26970637,Q9UPY8,ENSG00000084764,+
13,26557682,26557683,Q9UPY6,ENSG00000132970,+
4,138242348,138242349,Q9UPY5,ENSG00000151012,-
14,95158009,95158010,Q9UPY3,ENSG00000100697,-
11,71252576,71252577,Q9UPX8,ENSG00000162105,-
15,79432335,79432336,Q9UPX6,ENSG00000169330,+
11,133956967,133956968,Q9UPX0,ENSG00000080854,-
19,17688353,17688354,Q9UPW8,ENSG00000130477,-
2,199471265,199471266,Q9UPW6,ENSG00000119042,-
9,85742028,85742029,Q9UPW5,ENSG00000135049,-
1,42335876,42335877,Q9UPW0,ENSG00000198815,-
3,42091356,42091357,Q9UPV9,ENSG00000182606,+
9,34958284,34958285,Q9UPV7,ENSG00000122733,+
11,117327853,117327854,Q9UPV0,ENSG00000110274,+
14,54567127,54567128,Q9UPU9,ENSG00000020577,+
15,78077723,78077724,Q9UPU7,ENSG00000167202,-
1,55215363,55215364,Q9UPU5,ENSG00000162402,-
10,104641289,104641290,Q9UPU3,ENSG00000156395,+
17,21043759,21043760,Q9UPT9,ENSG00000124422,-
19,47113775,47113776,Q9UPT8,ENSG00000130749,-
16,1706182,1706183,Q9UPT6,ENSG00000138834,+
17,76103786,76103787,Q9UPT5,ENSG00000182473,-
10,27100493,27100494,Q9UPS8,ENSG00000107890,-
12,121804008,121804009,Q9UPS6,ENSG00000139718,+
19,3869037,3869038,Q9UPR6,ENSG00000105278,-
19,47471892,47471893,Q9UPR5,ENSG00000118160,-
1,156282824,156282825,Q9UPR3,ENSG00000198952,-
3,16884954,16884955,Q9UPR0,ENSG00000154822,+
22,40044816,40044817,Q9UPQ9,ENSG00000100354,+
9,128947602,128947603,Q9UPQ8,ENSG00000175283,-
3,73624940,73624941,Q9UPQ7,ENSG00000121440,-
8,27311271,27311272,Q9UPQ4,ENSG00000104228,-
2,235494042,235494043,Q9UPQ3,ENSG00000157985,+
4,41359606,41359607,Q9UPQ0,ENSG00000064042,+
12,66766,66767,Q9UPP2,ENSG00000120645,+
X,54045248,54045249,Q9UPP1,ENSG00000172943,-
1,114511202,114511203,Q9UPN9,ENSG00000197323,-
19,55259016,55259017,Q9UPN7,ENSG00000105063,-
6,154733377,154733378,Q9UPN6,ENSG00000213079,+
17,81222998,81222999,Q9UPN4,ENSG00000141577,-
1,39081416,39081417,Q9UPN3,ENSG00000127603,+
17,19362722,19362723,Q9UPM9,ENSG00000108641,-
15,50908682,50908683,Q9UPM8,ENSG00000081014,+
9,122228956,122228957,Q9UPM6,ENSG00000106852,-
14,75578619,75578620,Q9UPI3,ENSG00000119686,+
20,32207742,32207743,Q9UPG8,ENSG00000126003,-
X,153781000,153781001,Q9UPE1,ENSG00000184343,+
X,41688972,41688973,Q9UPC5,ENSG00000171659,+
3,49554476,49554477,Q9UPA5,ENSG00000164061,+
16,67968636,67968637,Q9UP95,ENSG00000124067,-
7,107564260,107564261,Q9UP83,ENSG00000164597,-
11,130428608,130428609,Q9UP79,ENSG00000134917,-
19,48110816,48110817,Q9UP65,ENSG00000105499,-
7,100642720,100642721,Q9UP52,ENSG00000106327,-
7,91264432,91264433,Q9UP38,ENSG00000157240,+
19,13774455,13774456,Q9UNZ5,ENSG00000104979,+
20,1466917,1466918,Q9UNZ2,ENSG00000088833,-
17,5111877,5111878,Q9UNY5,ENSG00000167840,-
1,117060325,117060326,Q9UNY4,ENSG00000116830,+
19,48455573,48455574,Q9UNX9,ENSG00000182324,+
1,117929738,117929739,Q9UNX4,ENSG00000065183,+
5,172958728,172958729,Q9UNX3,ENSG00000037241,+
19,45973864,45973865,Q9UNW9,ENSG00000104967,-
14,105065444,105065445,Q9UNW8,ENSG00000183484,-
10,87504874,87504875,Q9UNW1,ENSG00000107789,+
3,42875878,42875879,Q9UNU6,ENSG00000180432,-
22,50783661,50783662,Q9UNT1,ENSG00000079974,-
17,17281245,17281246,Q9UNS2,ENSG00000141030,-
12,56449425,56449426,Q9UNS1,ENSG00000111602,-
5,62403904,62403905,Q9UNQ2,ENSG00000086189,-
4,88231627,88231628,Q9UNQ0,ENSG00000118777,-
1,39738881,39738882,Q9UNP9,ENSG00000084072,+
2,85902542,85902543,Q9UNP4,ENSG00000115525,-
20,35172071,35172072,Q9UNN8,ENSG00000101000,+
1,50960266,50960267,Q9UNN5,ENSG00000185104,-
2,48617797,48617798,Q9UNN4,ENSG00000242441,+
11,236975,236976,Q9UNM6,ENSG00000185627,+
12,6663141,6663142,Q9UNL4,ENSG00000111653,-
3,156555148,156555149,Q9UNL2,ENSG00000114850,-
14,76812881,76812882,Q9UNK9,ENSG00000013523,-
1,20119565,20119566,Q9UNK4,ENSG00000117215,-
17,9575819,9575820,Q9UNK0,ENSG00000170310,-
1,161749785,161749786,Q9UNI6,ENSG00000081721,+
12,51346678,51346679,Q9UNI1,ENSG00000139610,-
14,34630147,34630148,Q9UNH7,ENSG00000129515,-
1,98661720,98661721,Q9UNH6,ENSG00000162627,+
1,100352466,100352467,Q9UNH5,ENSG00000079335,+
1,173050940,173050941,Q9UNG2,ENSG00000120337,-
X,54807598,54807599,Q9UNF1,ENSG00000102316,+
22,43015148,43015149,Q9UNF0,ENSG00000100266,-
16,680223,680224,Q9UNE7,ENSG00000103266,+
17,352806,352807,Q9UNE2,ENSG00000181031,-
2,108989371,108989372,Q9UNE0,ENSG00000135960,-
16,14937442,14937443,Q9UND3,ENSG00000183426,+
18,54269516,54269517,Q9UNA4,ENSG00000101751,+
3,138132389,138132390,Q9UNA3,ENSG00000118017,-
5,142770376,142770377,Q9UNA1,ENSG00000145819,+
21,26967087,26967088,Q9UNA0,ENSG00000154736,-
X,152637894,152637895,Q9UN88,ENSG00000268089,+
4,75724588,75724589,Q9UN86,ENSG00000138757,-
1,204073114,204073115,Q9UN79,ENSG00000143842,+
X,116436605,116436606,Q9UN76,ENSG00000268104,+
5,140875301,140875302,Q9UN75,ENSG00000251664,+
5,140807036,140807037,Q9UN74,ENSG00000204967,+
5,140827957,140827958,Q9UN73,ENSG00000081842,+
5,140834247,140834248,Q9UN72,ENSG00000204963,+
5,141387697,141387698,Q9UN71,ENSG00000253953,+
5,141475946,141475947,Q9UN70,ENSG00000240184,+
5,141192352,141192353,Q9UN67,ENSG00000120324,+
5,141177789,141177790,Q9UN66,ENSG00000120322,+
X,120362088,120362089,Q9UN42,ENSG00000101892,+
16,69311349,69311350,Q9UN37,ENSG00000132612,+
14,21070871,21070872,Q9UN36,ENSG00000165795,-
X,17737448,17737449,Q9UN30,ENSG00000047634,+
4,99816826,99816827,Q9UN19,ENSG00000070190,+
17,37609380,37609381,Q9UMZ2,ENSG00000275066,-
X,71073425,71073426,Q9UMY4,ENSG00000147164,-
6,13615334,13615335,Q9UMY1,ENSG00000225921,+
5,33984692,33984693,Q9UMX9,ENSG00000164175,-
6,42194955,42194956,Q9UMX6,ENSG00000112599,-
1,212432919,212432920,Q9UMX5,ENSG00000117691,+
2,241558744,241558745,Q9UMX3,ENSG00000176720,+
1,151766654,151766655,Q9UMX2,ENSG00000143450,+
10,102503971,102503972,Q9UMX1,ENSG00000107882,+
9,83707957,83707958,Q9UMX0,ENSG00000135018,-
22,18150169,18150170,Q9UMW8,ENSG00000184979,+
4,118850687,118850688,Q9UMS6,ENSG00000172403,+
1,113759485,113759486,Q9UMS5,ENSG00000116793,-
11,60906584,60906585,Q9UMS4,ENSG00000110107,-
2,69437627,69437628,Q9UMS0,ENSG00000169599,-
12,8123616,8123617,Q9UMR7,ENSG00000111729,+
6,32153522,32153523,Q9UMR5,ENSG00000221988,+
7,35254099,35254100,Q9UMR3,ENSG00000164532,-
16,70289766,70289767,Q9UMR2,ENSG00000157349,+
6,44158819,44158820,Q9UMQ6,ENSG00000137225,+
11,129375847,129375848,Q9UMQ3,ENSG00000043039,+
19,35718002,35718003,Q9UMN6,ENSG00000272333,+
19,10289951,10289952,Q9UMF0,ENSG00000105376,+
10,104085879,104085880,Q9UMD9,ENSG00000065618,-
20,49915528,49915529,Q9UM82,ENSG00000158480,-
2,29921585,29921586,Q9UM73,ENSG00000171094,-
6,144064598,144064599,Q9UM63,ENSG00000118495,-
6,75749238,75749239,Q9UM54,ENSG00000196586,+
19,15200994,15200995,Q9UM47,ENSG00000074181,-
3,108296546,108296547,Q9UM44,ENSG00000114455,+
7,37920639,37920640,Q9UM22,ENSG00000086289,+
2,98731131,98731132,Q9UM21,ENSG00000071073,-
1,39691484,39691485,Q9UM19,ENSG00000116983,-
4,145098540,145098541,Q9UM13,ENSG00000164162,-
19,3506310,3506311,Q9UM11,ENSG00000105325,+
1,17308196,17308197,Q9UM07,ENSG00000159339,+
14,22819810,22819811,Q9UM01,ENSG00000155465,-
1,165768921,165768922,Q9UM00,ENSG00000143183,-
12,131828392,131828393,Q9ULZ9,ENSG00000198598,+
16,31202759,31202760,Q9ULZ3,ENSG00000103490,-
4,67558726,67558727,Q9ULZ2,ENSG00000035720,+
X,129654955,129654956,Q9ULZ1,ENSG00000171388,-
16,32253285,32253286,Q9ULZ0,ENSG00000205456,+
12,8540904,8540905,Q9ULY5,ENSG00000166523,-
22,38201931,38201932,Q9ULX9,ENSG00000185022,+
1,150257250,150257251,Q9ULX7,ENSG00000118298,+
19,15419025,15419026,Q9ULX6,ENSG00000011243,-
17,19411231,19411232,Q9ULX5,ENSG00000128482,+
16,69754925,69754926,Q9ULX3,ENSG00000141101,-
1,17249097,17249098,Q9ULW8,ENSG00000142619,+
X,73214850,73214851,Q9ULW6,ENSG00000186462,-
16,2148143,2148144,Q9ULW5,ENSG00000167964,+
6,26596952,26596953,Q9ULW3,ENSG00000146109,+
12,130162463,130162464,Q9ULW2,ENSG00000111432,+
20,31739270,31739271,Q9ULW0,ENSG00000088325,+
19,44777868,44777869,Q9ULV8,ENSG00000142273,+
16,67164744,67164745,Q9ULV5,ENSG00000102878,+
12,108731517,108731518,Q9ULV4,ENSG00000110880,-
9,128204382,128204383,Q9ULV3,ENSG00000148337,-
11,86955394,86955395,Q9ULV1,ENSG00000174804,-
18,50195146,50195147,Q9ULV0,ENSG00000167306,-
3,62875415,62875416,Q9ULU8,ENSG00000163618,-
20,47356888,47356889,Q9ULU4,ENSG00000101040,-
14,31207803,31207804,Q9ULT8,ENSG00000092148,-
22,28883571,28883572,Q9ULT6,ENSG00000183579,+
2,46941223,46941224,Q9ULT0,ENSG00000068724,+
8,98426957,98426958,Q9ULS6,ENSG00000156486,+
12,94650556,94650557,Q9ULS5,ENSG00000057704,-
2,71227102,71227103,Q9ULR5,ENSG00000124374,-
12,62935149,62935150,Q9ULR3,ENSG00000111110,-
3,129161062,129161063,Q9ULR0,ENSG00000240682,-
12,113221459,113221460,Q9ULQ1,ENSG00000186815,+
7,129434431,129434432,Q9ULQ0,ENSG00000128578,+
16,2475050,2475051,Q9ULP9,ENSG00000162065,+
16,58463664,58463665,Q9ULP0,ENSG00000103034,+
19,46495866,46495867,Q9ULN7,ENSG00000204851,-
5,180494378,180494379,Q9ULM6,ENSG00000113300,+
3,183697796,183697797,Q9ULM3,ENSG00000163872,+
19,12610812,12610813,Q9ULM2,ENSG00000188033,-
14,67533289,67533290,Q9ULM0,ENSG00000054690,+
X,50814301,50814302,Q9ULL8,ENSG00000158352,-
19,49591181,49591182,Q9ULL5,ENSG00000126464,+
X,153764195,153764196,Q9ULL4,ENSG00000198753,+
6,150599884,150599885,Q9ULL1,ENSG00000120278,+
X,119150578,119150579,Q9ULL0,ENSG00000250423,-
4,141212876,141212877,Q9ULK6,ENSG00000170153,-
1,160400563,160400564,Q9ULK5,ENSG00000162738,+
6,131628241,131628242,Q9ULK4,ENSG00000112282,-
7,105876598,105876599,Q9ULK2,ENSG00000146776,-
10,86366794,86366795,Q9ULK0,ENSG00000182771,-
7,94907593,94907594,Q9ULJ8,ENSG00000158528,+
4,124712731,124712732,Q9ULJ7,ENSG00000151458,-
10,79068965,79068966,Q9ULJ6,ENSG00000108175,+
21,42010386,42010387,Q9ULJ3,ENSG00000173276,-
1,86396341,86396342,Q9ULJ1,ENSG00000122417,-
14,104138586,104138587,Q9ULI4,ENSG00000066735,+
3,125055996,125055997,Q9ULI3,ENSG00000173706,-
12,8681690,8681691,Q9ULI2,ENSG00000166532,+
4,37244742,37244743,Q9ULI1,ENSG00000174145,+
2,23927122,23927123,Q9ULI0,ENSG00000119778,-
16,14071318,14071319,Q9ULH7,ENSG00000186260,+
6,40587363,40587364,Q9ULH4,ENSG00000156564,-
8,130443673,130443674,Q9ULH1,ENSG00000153317,-
2,8837629,8837630,Q9ULH0,ENSG00000134313,-
15,55408509,55408510,Q9ULG6,ENSG00000260916,-
3,128994114,128994115,Q9ULG3,ENSG00000114656,-
15,41116279,41116280,Q9ULG1,ENSG00000128908,-
2,195656746,195656747,Q9ULF5,ENSG00000196950,+
10,70478766,70478767,Q9ULE6,ENSG00000107719,+
4,17781620,17781621,Q9ULE4,ENSG00000047662,-
7,140640812,140640813,Q9ULE3,ENSG00000146966,-
X,10015253,10015254,Q9ULE0,ENSG00000047644,+
5,124746638,124746639,Q9ULD9,ENSG00000168916,-
12,49539029,49539030,Q9ULD8,ENSG00000135519,+
4,127632956,127632957,Q9ULD6,ENSG00000164066,+
7,149461061,149461062,Q9ULD5,ENSG00000196453,-
6,36196743,36196744,Q9ULD4,ENSG00000096070,+
8,17801093,17801094,Q9ULD2,ENSG00000129422,-
10,49762378,49762379,Q9ULD0,ENSG00000197444,-
22,20131803,20131804,Q9ULC8,ENSG00000099904,+
1,17205127,17205128,Q9ULC6,ENSG00000142623,+
10,112374115,112374116,Q9ULC5,ENSG00000197142,+
X,120604100,120604101,Q9ULC4,ENSG00000232119,+
6,57222306,57222307,Q9ULC3,ENSG00000112210,-
4,100518021,100518022,Q9ULC0,ENSG00000164035,-
18,65750251,65750252,Q9ULB5,ENSG00000081138,+
5,27038585,27038586,Q9ULB4,ENSG00000113100,-
2,51032560,51032561,Q9ULB1,ENSG00000179915,-
2,219387911,219387912,Q9ULA0,ENSG00000123992,-
2,2331374,2331375,Q9UL68,ENSG00000186487,-
7,131327875,131327876,Q9UL63,ENSG00000128585,+
X,112082775,112082776,Q9UL62,ENSG00000072315,-
11,7020345,7020346,Q9UL59,ENSG00000149050,-
11,6926422,6926423,Q9UL58,ENSG00000149054,+
16,29973867,29973868,Q9UL54,ENSG00000149930,+
4,68447462,68447463,Q9UL52,ENSG00000087128,+
19,589880,589881,Q9UL51,ENSG00000099822,+
20,62861821,62861822,Q9UL49,ENSG00000101190,-
14,24146609,24146610,Q9UL46,ENSG00000100911,-
15,45587378,45587379,Q9UL45,ENSG00000104164,+
8,26513871,26513872,Q9UL42,ENSG00000240694,-
X,153056408,153056409,Q9UL41,ENSG00000183837,+
