PG.ProteinAccessions	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	[1] hela_DIA9_S1-A9_1_9613.d.PG.Quantity	[2] hela_DIA10_S1-A10_1_9640.d.PG.Quantity	[3] hela_DIA11_S1-A11_1_9667.d.PG.Quantity	[4] hela_DIA12_S1-A1_1_9711.d.PG.Quantity	[5] hela_DIA13_S1-A2_1_9731.d.PG.Quantity	[6] hela_DIA1_S1-A5_1_9193.d.PG.Quantity	[7] hela_DIA2_S1-A6_1_9227.d.PG.Quantity	[8] hela_DIA3_S1-A1_1_9268.d.PG.Quantity	[9] hela_DIA4_S1-A2_1_9308.d.PG.Quantity	[10] hela_DIA5_S1-A3_1_9353.d.PG.Quantity	[11] hela_DIA6_S1-A6_1_9491.d.PG.Quantity	[12] hela_DIA7_S1-A7_1_9531.d.PG.Quantity	[13] hela_DIA8_S1-A8_1_9571.d.PG.Quantity
O00303	EIF3F	Eukaryotic translation initiation factor 3 subunit F	EIF3F_HUMAN	0	2626.960693	2664.214844	2542.896484	1920.033936	1823.282471	1821.477783	2036.007568	2297.685059	2350.671631	2406.549316	2438.903564	2359.366943	2355.375977
O00330	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"	ODPX_HUMAN	0	312.8106079	308.8262329	349.9266663	279.9945984	278.7730103	265.4338379	269.9326782	347.065979	353.7823792	303.1011047	307.1351318	341.384613	300.1118774
O00399	DCTN6	Dynactin subunit 6	DCTN6_HUMAN	0	160.0072479	184.5434265	254.9160767	227.3539886	236.9507294	1363.536133	945.4970703	1497.694702	783.0293579	1168.364746	330.1268921	194.2076721	272.9596252
O00400	SLC33A1	Acetyl-coenzyme A transporter 1	ACATN_HUMAN	0	202.4447479	223.8840942	259.0841675	217.8614044	297.4390564	212.6360626	216.6356506	170.9384155	196.7203064	215.7389984	214.8520508	174.4804535	185.5658264
O00401	WASL	Actin nucleation-promoting factor WASL	WASL_HUMAN	0	297.5800476	388.355072	354.2795105	364.4858398	255.0195313	447.1895447	446.9916382	405.23349	439.6983643	359.2347717	360.3088989	405.7804565	336.5299072
O00410	IPO5	Importin-5	IPO5_HUMAN	0	3216.638428	3432.098145	3308.401855	3063.029785	3230.346191	3469.578125	3323.723145	3395.43042	3437.077393	3193.012207	3389.463135	3381.517822	3220.575439
O00411	POLRMT	"DNA-directed RNA polymerase, mitochondrial"	RPOM_HUMAN	0	405.8863525	342.5113525	375.3486328	322.1656189	310.2184753	300.0113525	250.3421326	301.388092	321.600769	309.4187012	321.7206421	321.5585632	343.8304138
O00418	EEF2K	Eukaryotic elongation factor 2 kinase	EF2K_HUMAN	0	251.9858551	221.1237488	181.5806427	238.0709076	291.6272888	216.5521088	219.4463501	223.2248535	188.3580933	199.734375	194.0439453	230.7944641	182.00177
O00422	SAP18	Histone deacetylase complex subunit SAP18	SAP18_HUMAN	0	85.62969971	82.78917694	80.10079956	93.06987	41.37775421	126.9479446	123.9679489	136.230484	150.2328033	192.8668518	90.710289	78.82826233	79.72167969
O00423	EML1	Echinoderm microtubule-associated protein-like 1	EMAL1_HUMAN	0	31.70590782	46.17533493	12.93861771	NaN	110.1168289	66.55539703	60.52958679	51.06280518	53.19598007	70.11565399	54.11535263	34.79256058	NaN
O00425	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	IF2B3_HUMAN	0	1120.56665	1135.984985	1179.691162	1271.96106	1192.833496	1154.973267	1227.423706	1013.354797	1075.276611	1023.617798	1001.542725	1085.755371	1090.300903
O00429	DNM1L	Dynamin-1-like protein	DNM1L_HUMAN	0	1349.675293	1384.244507	1301.344727	1137.662354	1201.753052	1327.880859	1285.272217	1292.044312	1352.253418	1201.215576	1273.19812	1400.148071	1253.53833
O00442	RTCA	RNA 3'-terminal phosphate cyclase	RTCA_HUMAN	0	269.4804077	287.9459839	310.2471313	347.6155396	325.5590515	384.4473877	385.6665955	311.0252991	297.909729	298.8311157	267.3297119	259.813324	282.6672974
O00443	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	P3C2A_HUMAN	0	278.8235779	283.2647095	261.3356018	192.4134216	230.0439911	193.6566772	182.5401154	226.48909	237.6879272	240.4985046	213.1124573	262.4133911	258.8864441
O00458	IFRD1	Interferon-related developmental regulator 1	IFRD1_HUMAN	0	74.50689697	59.54371643	78.83240509	198.5389557	132.6939087	182.6807556	176.3387756	63.40263748	76.17644501	72.03422546	69.508461	69.92604065	63.41297913
O00459	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	P85B_HUMAN	0	152.9538116	119.6986313	135.8866425	83.63725281	101.0677185	33.82276535	58.21258926	97.74308777	93.0750351	103.9533005	100.5231857	103.1234283	107.6380768
O00461	GOLIM4	Golgi integral membrane protein 4	GOLI4_HUMAN	0	263.9497681	262.8239746	291.0747986	231.3332062	269.1246033	269.3725891	280.4403992	276.8786926	249.565155	237.0963593	239.3394165	272.7643738	263.5137329
O00468	AGRN	Agrin	AGRIN_HUMAN	0	515.4282227	506.5848694	494.241394	538.0875244	606.9966431	479.270752	463.0614929	426.4890747	435.6365967	451.3633118	443.8044434	451.8749084	460.9206848
O00469	PLOD2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	PLOD2_HUMAN	0	1663.389526	1599.853882	1693.052368	1711.991577	1393.926392	1668.59082	1775.91394	1660.2677	1656.36145	1563.457153	1546.671631	1559.858276	1610.282837
O00470	MEIS1	Homeobox protein Meis1	MEIS1_HUMAN	0	394.5924683	374.7192993	332.614502	221.1650085	210.1741791	157.7673645	189.4702606	284.5015869	282.911438	272.6809692	321.5969849	337.7001953	311.0194092
O00471	EXOC5	Exocyst complex component 5	EXOC5_HUMAN	0	4048.170898	3713.707764	3478.335693	4268.262207	4039.239014	3658.816406	3960.483887	3551.083496	3384.406494	3807.74707	3710.454102	4018.721436	3998.843018
O00483	NDUFA4	Cytochrome c oxidase subunit NDUFA4	NDUA4_HUMAN	0	1682.134766	1824.110352	1832.691528	1250.515259	1329.365234	1205.348389	1229.227051	1774.841309	1777.591064	1741.734375	1724.535767	1743.491821	1652.652344
O00487	PSMD14	26S proteasome non-ATPase regulatory subunit 14	PSDE_HUMAN	0	1538.890625	1682.501343	1846.999146	1540.071167	1506.107178	1584.542358	1389.940552	1739.856445	1775.126099	1689.846436	1563.265015	1699.140015	1524.81311
O00488	ZNF593	Zinc finger protein 593	ZN593_HUMAN	0	176.5243225	147.1268311	168.1016235	207.9755859	214.4877167	182.7978058	167.5781097	173.6267548	134.8555908	171.0567627	122.0014572	146.7549896	155.6956024
O00499	BIN1	Myc box-dependent-interacting protein 1	BIN1_HUMAN	0	509.7789612	504.2731018	525.6070557	495.8349304	512.7415161	564.1915894	501.6904907	571.7875366	500.540863	470.035614	541.3225098	443.1671448	544.0357666
O00505	KPNA3	Importin subunit alpha-4	IMA4_HUMAN	0	582.4689941	652.055603	607.3582153	527.0532837	565.807251	780.2467041	649.2601929	667.7642822	708.4345093	642.1366577	622.8336182	634.9147339	604.6760864
O00506	STK25	Serine/threonine-protein kinase 25	STK25_HUMAN	0	471.1724548	434.5048218	428.5970764	305.1434937	308.7497559	321.7623901	278.372467	364.4690857	355.2859192	354.9910278	358.9085693	363.9399719	373.5510559
O00522	KRIT1	Krev interaction trapped protein 1	KRIT1_HUMAN	0	96.84886169	127.0143051	108.6372452	54.96321869	69.36129761	77.66753387	68.22149658	92.31594849	72.00759888	72.46413422	99.5164566	97.89199066	63.98192215
O00533	CHL1	Neural cell adhesion molecule L1-like protein	NCHL1_HUMAN	0	84.75224304	NaN	49.22252655	65.87065125	37.97940826	60.08158112	79.57817841	84.6622467	64.55355072	81.05575562	NaN	70.85363007	73.99699402
O00541	PES1	Pescadillo homolog	PESC_HUMAN	0	1179.338989	1305.061279	1311.372681	960.1599731	852.9721069	865.0768433	931.2232056	1146.501465	1142.801636	1127.90686	1045.360107	1161.512207	1131.050903
O00560	SDCBP	Syntenin-1	SDCB1_HUMAN	0	1148.488647	1075.58728	1163.203369	441.3721008	468.6387939	451.4790955	433.5352783	1104.428833	1265.99353	1071.897095	1240.513184	1155.539917	1133.086304
O00562	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	PITM1_HUMAN	0	230.5510101	216.2986603	216.6348877	170.3138123	150.7972717	123.7459641	133.8940277	182.6304474	175.3578033	176.6487885	156.2614288	193.3988647	179.2703247
O00566	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	MPP10_HUMAN	0	238.6975403	233.3807068	248.4271851	200.6519775	231.869751	213.376709	221.4168243	200.7136383	180.1683197	211.7251587	202.4334564	241.1072693	192.5848694
O00567	NOP56	Nucleolar protein 56	NOP56_HUMAN	0	1980.186035	2016.215454	2063.42334	1810.116333	1697.692261	1767.65625	1725.173096	1890.867432	2014.213867	2050.567383	1967.350098	2010.692993	1914.384399
O00571	DDX3X	ATP-dependent RNA helicase DDX3X	DDX3X_HUMAN	0	4278.862305	4500.876953	4348.222168	4658.376953	4011.4646	4396.098145	4483.453613	4502.296387	4363.625977	4296.604004	4383.277344	4220.666992	4431.071777
O00584	RNASET2	Ribonuclease T2	RNT2_HUMAN	0	198.3070374	179.1177826	197.27948	191.2418671	200.1445618	149.7202454	141.6083527	150.4498749	143.2357941	99.64485931	157.8553314	134.5207367	140.7486267
O00592	PODXL	Podocalyxin	PODXL_HUMAN	0	1702.280396	1752.295654	1626.627563	1689.759644	1461.262451	1388.109619	1524.888184	1767.417236	1929.86499	1771.445557	1619.971436	1385.058472	1554.399536
O00622	CCN1	CCN family member 1	CCN1_HUMAN	0	582.6222534	512.8824463	527.3208008	1019.134094	853.0356445	866.847229	815.8991089	587.7320557	535.6356812	544.6442261	486.1860046	522.5386963	519.6903076
O00623	PEX12	Peroxisome assembly protein 12	PEX12_HUMAN	0	42.6259346	48.24792099	48.02770996	40.99905777	36.02405167	43.43344498	NaN	72.47697449	86.68011475	63.98885345	58.51553726	45.57722855	57.05517578
O00625	PIR	Pirin	PIR_HUMAN	0	804.7020874	863.3091431	941.8710938	699.4432373	799.2085571	788.9741211	745.9395142	825.2539063	832.2776489	847.1928101	900.3706665	920.5169678	942.6518555
O00629	KPNA4	Importin subunit alpha-3	IMA3_HUMAN	0	735.5905762	716.874939	775.8914185	669.4894409	813.3953247	757.3985596	803.2931519	758.7907104	872.8604736	775.6993408	744.5370483	722.6282959	675.3474121
O00712	NFIB	Nuclear factor 1 B-type	NFIB_HUMAN	0	693.5245361	634.8233643	633.9476929	523.6584473	587.3789063	487.3857422	431.7993469	460.615387	435.839447	516.5366211	561.9771729	547.708374	562.7443848
O00743	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	PPP6_HUMAN	0	392.3881226	335.3978577	376.298645	479.7965088	486.5788879	321.4551697	387.2210693	385.2255249	359.2211609	337.6616821	344.7680664	335.2296753	363.1608887
O00750	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	P3C2B_HUMAN	0	160.8678131	160.947525	172.5108185	105.5372925	100.8450699	101.4751816	94.97994232	107.6669769	133.3903198	138.943512	115.112999	141.7755585	119.7131958
O00754	MAN2B1	Lysosomal alpha-mannosidase	MA2B1_HUMAN	0	275.0951843	275.611908	307.5069885	250.2774353	291.4665527	311.3899536	291.3922119	242.2488251	255.2275238	254.6614838	241.9215393	293.1423035	259.722168
O00762	UBE2C	Ubiquitin-conjugating enzyme E2 C	UBE2C_HUMAN	0	371.4639282	429.1921387	417.6723022	361.0313721	362.1359558	357.2917786	355.4518127	350.3518372	424.8489685	380.6506042	369.9236145	374.3230591	379.0169678
O00764	PDXK	Pyridoxal kinase	PDXK_HUMAN	0	1381.675049	1385.294922	1443.575562	1355.306885	1418.065063	1478.733276	1371.293457	1305.211792	1275.631958	1400.920776	1263.377808	1236.898315	1269.310791
O00767	SCD	Stearoyl-CoA desaturase	SCD_HUMAN	0	1214.638794	1233.255249	1105.968384	460.0177917	481.3686829	608.1550293	683.6156616	1213.203247	1206.38916	1084.72998	864.2745361	813.888855	1067.72229
O14493;O15551;O95484;P56747	CLDN4;CLDN3;CLDN9;CLDN6	Claudin-4;Claudin-3;Claudin-9;Claudin-6	CLD4_HUMAN;CLD3_HUMAN;CLD9_HUMAN;CLD6_HUMAN	0	255.8512573	307.4463501	277.8249512	527.1895752	491.9729614	421.9680481	366.264679	259.3440552	242.2592621	231.0590363	NaN	282.7677917	264.7714539
O14494	PLPP1	Phospholipid phosphatase 1	PLPP1_HUMAN	0	224.4837799	162.9793243	148.172699	120.3305435	125.9267197	129.9086304	NaN	133.835968	218.3375092	181.8726349	174.4594421	128.9624023	149.8965912
O14497	ARID1A	AT-rich interactive domain-containing protein 1A	ARI1A_HUMAN	0	208.5330505	197.7476044	207.1355438	231.7250061	211.6609039	209.0334778	236.053833	212.9356689	214.0478516	214.6656952	200.3168793	188.3981628	193.7466125
O14519	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	CDKA1_HUMAN	0	94.57189178	193.2136078	95.61779022	131.5916901	NaN	120.8163986	89.46006775	116.8406677	110.6603394	69.3355484	81.02436829	88.76676178	89.54577637
O14524	NEMP1	Nuclear envelope integral membrane protein 1	NEMP1_HUMAN	0	100.9033203	106.7482147	85.52632141	101.5189819	93.91486359	103.3235016	88.3098526	81.75447083	71.06842041	107.5908508	94.342659	102.3090591	89.48124695
O14529	CUX2	Homeobox protein cut-like 2	CUX2_HUMAN	0.000788768	21.93245316	35.51400375	15.07602024	NaN	NaN	NaN	NaN	25.05561829	21.91991806	28.66898537	NaN	NaN	42.63830948
O14530	TXNDC9	Thioredoxin domain-containing protein 9	TXND9_HUMAN	0	397.7009888	383.4602661	349.5194397	266.9639282	251.4697418	301.1470642	217.3203583	354.1501465	332.9102478	343.9975891	327.7789917	324.5100708	305.5710754
O14531	DPYSL4	Dihydropyrimidinase-related protein 4	DPYL4_HUMAN	0	6506.158691	6065.850586	6209.574707	2129.452637	2244.927246	2315.597168	2208.038086	1588.106323	1603.580566	1593.841187	1804.388184	1774.724121	1939.945435
O14545	TRAFD1	TRAF-type zinc finger domain-containing protein 1	TRAD1_HUMAN	0	22.16769409	39.8202858	45.02893448	32.88780594	52.11769485	34.52550507	30.06916618	35.319561	43.86949539	43.4276123	35.41281891	41.85705948	23.76651001
O14548	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	COX7R_HUMAN	0	313.9150085	332.1950378	284.7307434	287.4771118	159.6373596	259.9455872	262.1221619	330.8998718	334.7649536	328.9263916	312.0845642	274.4103699	286.9230957
O14561	NDUFAB1	"Acyl carrier protein, mitochondrial"	ACPM_HUMAN	0	554.9949341	537.480896	567.3826294	763.3798218	679.4596558	775.4697266	655.8488159	451.4915466	476.0083008	553.3497925	537.8540039	532.2905273	575.3120117
O14562	UBFD1	Ubiquitin domain-containing protein UBFD1	UBFD1_HUMAN	0	417.4413452	451.1154785	501.7206726	473.630188	439.7930603	402.0925293	360.896637	448.4776001	408.778717	426.7620544	431.9787598	434.1279602	469.8741455
O14569	CYB561D2	Transmembrane reductase CYB561D2	C56D2_HUMAN	0	132.8091431	145.7144775	166.1125641	91.24389648	91.95227814	116.7789078	144.5813904	107.6408615	157.9577026	105.6901398	139.157074	151.0910339	138.3178864
O14576	DYNC1I1	Cytoplasmic dynein 1 intermediate chain 1	DC1I1_HUMAN	0.000474458	NaN	7.196623325	NaN	30.97443962	NaN	10.25813389	13.18613625	15.83214378	13.84891319	21.45884132	NaN	NaN	6.981133461
O14578	CIT	Citron Rho-interacting kinase	CTRO_HUMAN	0	252.5408325	240.9141388	239.442688	224.4178314	221.3676758	220.5852051	183.142807	213.5376282	220.774292	219.2025757	206.1437836	220.8423615	231.1299896
O14579	COPE	Coatomer subunit epsilon	COPE_HUMAN	0	429.2783813	410.3439941	395.5282288	390.4281311	440.0249023	434.5443726	451.409729	374.9239197	387.1609802	386.9534302	394.3742981	360.96521	410.5443115
O14613	CDC42EP2	Cdc42 effector protein 2	BORG1_HUMAN	0	92.92720795	103.1464615	75.69319153	73.62268829	46.97290802	39.09482574	55.32323456	87.36456299	52.2086525	74.80717468	75.46606445	57.8396225	95.65568542
O14617	AP3D1	AP-3 complex subunit delta-1	AP3D1_HUMAN	0	438.3165894	441.3162842	421.4521484	361.7841492	331.4577942	399.746582	359.8775024	418.7997131	423.2017822	386.2120667	383.8702393	373.8475952	406.0177917
O14618	CCS	Copper chaperone for superoxide dismutase	CCS_HUMAN	0	288.90271	284.4943237	246.1230927	159.1117249	138.6559296	210.003418	182.6569977	234.0318146	267.4523621	205.7568359	206.5857391	226.9950714	204.7394714
O14639	ABLIM1	Actin-binding LIM protein 1	ABLM1_HUMAN	0	324.9202271	288.1497498	302.6931763	310.2922974	338.4765015	353.6587219	372.3965149	295.3613892	307.1856995	306.8883667	283.8501892	319.0593262	314.8688049
O14640;P54792	DVL1;DVL1P1	Segment polarity protein dishevelled homolog DVL-1;Putative segment polarity protein dishevelled homolog DVL1P1	DVL1_HUMAN;DVLP1_HUMAN	0	99.33616638	87.69042969	89.97197723	84.2040863	73.05792236	84.31832123	56.38500595	66.80923462	71.57254791	67.83058167	78.5382843	54.8867569	71.60722351
O14641	DVL2	Segment polarity protein dishevelled homolog DVL-2	DVL2_HUMAN	0	288.0046692	327.0983582	356.4598694	305.2710571	352.8905029	266.0585632	233.0912628	283.4190369	305.7770996	350.2996521	297.4570923	269.8418579	319.3870239
O14646	CHD1	Chromodomain-helicase-DNA-binding protein 1	CHD1_HUMAN	0	363.1020508	316.5896301	367.9776917	369.6703186	366.6834717	306.8237915	324.2592163	318.3600159	307.0274048	322.8999939	330.5213318	337.7424622	362.9059448
O14647	CHD2	Chromodomain-helicase-DNA-binding protein 2	CHD2_HUMAN	0	80.61241913	82.93387604	109.9988327	111.3999481	99.44844818	85.84028625	70.55442047	40.59936905	62.21656418	67.84370422	102.9751816	48.36761093	97.41958618
O14653	GOSR2	Golgi SNAP receptor complex member 2	GOSR2_HUMAN	0	258.7703857	150.5316925	226.3824005	227.9192352	242.4571838	138.6249847	173.7094879	159.6305695	154.3643646	143.2018127	153.6450653	165.8833466	175.0416412
O14656	TOR1A	Torsin-1A	TOR1A_HUMAN	0	328.3075562	354.9607239	329.144165	313.3536987	284.9915771	235.11203	267.8832397	318.3989258	297.9795532	268.2754822	307.6460266	280.4597168	325.8276672
O14657	TOR1B	Torsin-1B	TOR1B_HUMAN	0	293.1528625	280.1542969	304.8215637	224.3289185	228.7473907	237.8101196	223.8573608	222.884903	263.1372375	278.9690552	257.7341614	251.9883118	247.3609772
O14662	STX16	Syntaxin-16	STX16_HUMAN	0	118.8585129	121.8791046	130.3960724	118.6053848	113.6388626	97.9990387	94.7593689	126.6515961	121.8337555	124.4144135	109.2485428	114.3819962	97.59259796
O14672	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	ADA10_HUMAN	0	453.9067078	439.8297424	404.4228821	344.0942993	325.9825439	306.8003235	306.7449341	367.7743225	376.8931885	350.4260864	362.3981018	364.016449	403.2093201
O14681	EI24	Etoposide-induced protein 2.4 homolog	EI24_HUMAN	0	295.6831665	310.6158447	331.8987427	211.2137146	205.0685577	175.6182251	175.0790253	199.7272186	208.7277985	207.5388794	260.168396	224.7472687	260.3966675
O14684	PTGES	Prostaglandin E synthase	PTGES_HUMAN	0	476.6763916	317.1322632	329.1868591	722.2504883	404.7827759	415.4559631	365.0319519	189.2268677	202.1841125	255.5222321	265.6740723	257.0086975	248.6940613
O14686	KMT2D	Histone-lysine N-methyltransferase 2D	KMT2D_HUMAN	0	33.10709763	27.49224472	33.43597031	35.54322052	29.37175179	29.5396328	27.06197357	28.58666229	34.40387726	25.78756905	18.04322624	30.17675781	32.39784241
O14727	APAF1	Apoptotic protease-activating factor 1	APAF_HUMAN	0	268.3181458	272.5914612	247.1801453	191.3405457	147.8162079	155.455368	154.2552338	166.5574951	203.3704224	163.1697693	208.3415985	187.1623077	159.3591309
O14730	RIOK3	Serine/threonine-protein kinase RIO3	RIOK3_HUMAN	0	165.2370148	171.6399994	202.1793671	183.1364288	197.2450409	184.5826721	154.6128387	142.3952637	140.7233734	113.5200806	123.8020325	123.533226	139.7691956
O14732	IMPA2	Inositol monophosphatase 2	IMPA2_HUMAN	0	797.9967651	737.8554688	776.6369629	700.2131348	612.0369873	529.4169312	536.1741333	759.3405762	679.5197754	795.5050049	783.1946411	756.3400269	653.473999
O14733	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	MP2K7_HUMAN	0	216.2910767	185.4427948	216.5687866	146.5988464	133.5830688	103.5415497	136.1170502	134.41716	129.754303	121.1449966	159.4113922	160.9607391	164.72995
O14734	ACOT8	Acyl-coenzyme A thioesterase 8	ACOT8_HUMAN	0	301.0877075	349.6489563	342.6000671	359.7429504	429.9524231	266.7826233	260.6960144	291.4242249	266.6301575	316.1941833	311.5289917	312.2893066	312.9765015
O14735	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	CDIPT_HUMAN	0	553.6511841	542.0657959	509.9710388	449.7893066	462.9836731	379.0950317	375.2341614	504.334259	528.3736572	475.2026978	468.6014404	525.118103	496.8693542
O14737	PDCD5	Programmed cell death protein 5	PDCD5_HUMAN	0	1929.322632	2221.693115	2188.595703	2240.062988	1657.738892	2084.787598	2153.734863	1630.79126	1717.641724	1860.895874	1821.771362	1896.411865	1895.298096
O14744	PRMT5	Protein arginine N-methyltransferase 5	ANM5_HUMAN	0	1464.38916	1461.877075	1488.927734	1308.057495	1467.077759	1485.230469	1481.079712	1587.544312	1673.880371	1496.289795	1467.828613	1542.923706	1443.173706
O14745	NHERF1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NHRF1_HUMAN	0	2585.957275	2597.29834	2654.564697	3026.110107	3003.921875	2714.205322	2714.848633	2533.188721	2527.974121	2523.073975	2709.816895	2587.331543	2645.235596
O14757	CHEK1	Serine/threonine-protein kinase Chk1	CHK1_HUMAN	0	379.2496643	335.3630981	326.5637512	268.1730957	334.4225769	320.8467407	354.380188	330.0953979	379.3903198	313.589325	209.8247833	253.7715607	337.2007751
O14773	TPP1	Tripeptidyl-peptidase 1	TPP1_HUMAN	0	335.3003845	360.0581055	360.8961182	315.3536682	272.0605774	293.153656	242.4442444	280.6401672	318.0448608	320.5429688	269.6274719	297.9883423	252.4468689
O14775	GNB5	Guanine nucleotide-binding protein subunit beta-5	GNB5_HUMAN	0	50.35616684	49.15865326	38.82830048	58.45623016	54.48804474	70.50199127	92.98423767	49.80611038	55.14153671	37.5008812	23.50262642	38.32585144	31.71266556
O14776	TCERG1	Transcription elongation regulator 1	TCRG1_HUMAN	0	1655.049316	1632.961182	1589.60083	1553.45752	1557.876709	1412.41333	1418.690063	1571.247559	1463.248535	1464.504761	1500.694336	1557.689941	1621.213013
O14777	NDC80	Kinetochore protein NDC80 homolog	NDC80_HUMAN	0	429.3722839	412.9647827	435.2307739	324.4517212	322.1929321	330.1187439	321.6353455	322.1239319	323.3632813	342.5342102	354.1706543	371.4330444	388.0601807
O14786	NRP1	Neuropilin-1	NRP1_HUMAN	0	124.037323	140.5187988	110.6359787	132.2449188	130.7702332	108.3099518	83.94764709	109.6194839	120.5086517	93.75551605	94.08342743	111.0847015	105.4660873
O14787	TNPO2	Transportin-2	TNPO2_HUMAN	0	154.0600433	158.0011902	142.8249512	119.8569412	120.2921448	168.8164368	140.1723938	179.990509	176.976181	111.5553131	151.9085083	152.5233917	170.2120819
